BRAND,FlashName,ID,CE,TYPE,SIZE,FlashID1,FlashID2,FlashID,MaxBlock,MaxPage,MaxSector,MaxZone,MaxBank,MaxPhyBlock,MaxLogBlock,BlockPerDie,RWCycle,6913RWCycle,6919RWCycle,BinFileName,BinFileNameLLF,DQSDelay,6913DQSDelay,DefWrite,DefRead,FMAutoECC,ECCClock,Driving,6913Driving,6921Driving,BBPercent1,BBPercent2,EnableBitECC,Enable12BitECC,DisableWriteCache,DisableReadStatus,Homogenous,ThreadNumber,OriginOSC,Toggle,ECCAllow,FlashCase,LoadTLC_FW,FullFirmwareBlock,EnableBCT,SLC_boundary,Sync,ReadRetryTable,FirmwarePage,LoadPattern_FW,LLFBLOCK,LLFBLOCK_ECC,InterceptUFI,FW_Enable_Toggle,ZoneShift,ShiftByte,NewHomo,FW_ECC,For_DG ,MaxInfosectorNum,Thread_Depth,Code Segment,TmpFWBlockCount,SET_LC_Enable,InitValue_Enable,1Ynm,RBPinEnable,RBPin ShiftByte,RRTable
Transcend,L95B,"0x2C,0x84,0x64,0x54,0xA9,0x00",1,MLC,16384,0,0,0x36,2048,512,32,2,2,2048,980,1024,2,2,2,28_94_L95B_SP.BIN,28_94_L95B_SP.BIN,0x13,0x03,0xFF,0xFF,0xFF,0xFF,0x22,0x22,0x22,9,9,40,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0xFF,0xFF,0,0,0,1,0,0,0xFF,0,0,0,26,3,0,0,0,0,,,,
